id,x,y,deg
178_79,s-3.08246369183833213,s-2.20994676146403224,s248.11812933366334732
178_80,s1.53529352273413910,s-1.67135667203731719,s248.18316906612278672
178_81,s-1.92841750805959644,s-2.74832561846717027,s248.15051778686896000
178_82,s-3.07915496026570468,s1.55956658481626076,s248.15728930046836354
178_83,s-3.45535877563592431,s-3.50123892739785747,s21.34616633631426552
178_84,s2.68998262149814860,s-2.20976734350030579,s248.17890577386472728
178_85,s0.38046231360816452,s-2.74824285979824356,s248.15299628387052167
178_86,s-2.16718232724152271,s0.95634243972388022,s68.16142659074522214
178_87,s2.44880542207292251,s2.03341748051384075,s68.18255479532282948
178_88,s0.14018370780551542,s0.41783481444728127,s68.16819810343616837
178_89,s-1.01449764007765553,s-0.65917089768969372,s68.15829105642160357
178_90,s1.53556663558422835,s-1.13276763024453553,s248.15682233856392713
178_91,s-3.07947272488648016,s1.02099286733803152,s248.17581300383028520
178_92,s-1.01637344637610827,s-3.35172466034773464,s68.17031865749076758
178_93,s1.29531149124684286,s2.57190572507759985,s68.14681411769014119
178_94,s0.38125154332943456,s-1.67131191308783245,s248.19020974150163283
178_95,s1.29374271235845195,s-1.73623590393693172,s68.18035632181975814
178_96,s-3.07971738525491512,s0.48249452009987570,s248.16917210765137725
178_97,s-3.53698841136289843,s2.17524992416358787,s153.09153463720974742
178_98,s-2.16652413862410498,s2.03336890973774942,s68.15871195455892462
178_99,s-1.01304955608386482,s1.49492023538722330,s68.16749230993787023
178_100,s3.60255886477887444,s1.49586763319476490,s68.20325421486198536
178_101,s1.53582784770486525,s-0.59432551023981939,s248.18383477638070644
178_102,s-1.92387433474470204,s3.17534435769497136,s248.15538213852016725
178_103,s-1.92790229690436155,s-2.20977311143290711,s248.13750244234410047
178_104,s2.44844484496321968,s0.41781722680029093,s68.18887413642076467
178_105,s-1.01694793411568885,s-3.89039455163412917,s68.13951002222287912
178_106,s2.44862266582365029,s1.49487496441409284,s68.18482797678429108
178_107,s-1.92643936322860942,s-0.05573241545753150,s248.14677583024177920
178_108,s-3.07809200479067746,s2.63669934347259272,s248.13078927751712399
178_109,s1.53638744442227737,s2.09829526144150158,s248.17002097354264833
178_110,s3.60225386778852341,s-0.65831660070578246,s68.19341707226560345
178_111,s2.44659338103506707,s-3.89029411435605521,s68.19683319338341221
178_112,s2.69043820258672728,s2.09834029795592825,s248.18900962781600583
178_113,s-2.16945451109064535,s-1.73635507296975700,s68.15934687397184177
178_114,s0.14150006885410643,s2.57186620693202217,s68.14307332159063435
178_115,s-0.77011994462583921,s3.17538875312512214,s248.15422141731795591
178_116,s-3.08098040726634137,s-0.59435744030695825,s248.10362106076527766
178_117,s2.44846301028273938,s-0.12063721187437813,s68.21140271186246196
178_118,s3.60228293475550876,s-1.73530257619699890,s68.21203924839369392
178_119,s-0.77210250174297268,s0.48273367156687780,s248.16744872260287025
178_120,s0.38004157467588034,s-3.28676516732572166,s248.15476991712012023
178_121,s2.68901967951066467,s-3.28688542688872820,s248.17830861694247346
178_122,s-0.77242116890535995,s-0.05576698896894542,s248.16173300287553616
178_123,s-1.92603884042630513,s0.48273510720755997,s248.16457358147775381
178_124,s1.29386904305937911,s-1.19769201103528755,s68.19029862086895832
178_125,s1.53512373878602482,s-2.20985829671782330,s248.17770242033410000
178_126,s0.14079152429636410,s1.49488586170088511,s68.17473555097912197
178_127,s1.29469450029800570,s1.49486588651072139,s68.17508841190168312
178_128,s1.53484427303152926,s-2.74832498943639436,s248.15948069350977789
178_129,s-1.92494709362695193,s2.09833821680861021,s248.14574313954673812
178_130,s-3.58026317435118369,s2.42153316608551084,s333.09979432366623087
178_131,s-3.08219710969593841,s-1.67170806105635705,s248.21914667578386116
178_132,s0.38233434059293192,s1.55982861144249152,s248.17507138363836816
178_133,s0.13786215220254894,s-3.89036452271720901,s68.15277038150048838
178_134,s1.29586139300703818,s3.11045669927912760,s68.14170823513011044
178_135,s0.13991504961270138,s-0.12067198403916841,s68.17171219880967215
178_136,s0.13917938224035450,s-2.27472308214950036,s68.17752889125605975
178_137,s-3.07871279837023781,s2.09811280811251244,s248.14723418373711183
178_138,s2.69034227084784661,s1.55982352922513945,s248.18849824864730635
178_139,s-2.16685903522277323,s1.49487500060222334,s68.16722886798238790
178_140,s2.69031001611201726,s1.02126681508299422,s248.20270691480078540
178_141,s-1.92438494551047889,s2.63689149536653522,s248.13232342793807561
178_142,s-1.01338635317023629,s0.95637847460188030,s68.15836206198298441
178_143,s-1.01222970512231991,s2.57188480062635794,s68.14124753677434398
178_144,s2.69020097201114972,s-0.05572927185089932,s248.18930263866059249
178_145,s-1.92734753987538987,s-1.13290799432882583,s248.19854214146943150
178_146,s0.38151891294961188,s-0.05570021388046351,s248.16764606558859896
178_147,s-1.01551583672507917,s-2.27480625682408188,s68.12702098422731467
178_148,s-2.17100360093947042,s-2.81333588575895588,s68.17773954020000815
178_149,s0.13944784229914742,s-1.19769326691748201,s68.17593045728581558
178_150,s0.13834800459049584,s-3.35185744607332836,s68.14554186838194028
178_151,s0.13967149334314924,s-0.65918329770199735,s68.17357681688692139
178_152,s-3.58073108370478366,s-2.48572632809802041,s334.86844091092638109
178_153,s-3.08404720511850927,s-3.28823261837799397,s248.24648750401897246
178_154,s3.60119206366079014,s-3.88990870204942896,s68.19541048179563347
178_155,s-3.08323094820405874,s-2.74876132388606464,s248.17739190152747142
178_156,s2.44959839877287333,s3.11037951170312565,s68.14102109154728737
178_157,s0.13931366727079644,s-1.73616508804229897,s68.19214341285726277
178_158,s2.69011859248028173,s-0.59424876909789281,s248.19039251700993987
178_159,s3.60172569247985752,s-3.35123299782326578,s68.18198844948378223
178_160,s0.37953959744787513,s-3.82524867887832221,s248.13701555464612625
178_161,s2.68840036622070544,s-3.82528404390339238,s248.10514973146720763
178_162,s2.44781913946044183,s-2.81342410363451023,s68.13716454733103944
178_163,s-2.17138272357957351,s-3.89019350372643524,s68.24141140461757971
178_164,s-1.01166837449677893,s3.11043486110761069,s68.14636726972037195
178_165,s-3.07760398063541629,s3.17514034104980869,s248.16156284159336565
178_166,s-0.77407297988835411,s-3.28683414112383332,s248.14631235114242713
178_167,s-1.01377482979476641,s0.41785624773595798,s68.15624282209438434
178_168,s3.60231636043805725,s-0.11979535420729349,s68.19161441040560589
178_169,s2.44822202276714096,s-1.73619613447335519,s68.20793756436849264
178_170,s3.60213200701439540,s-2.27397881544929081,s68.17542151896928715
178_171,s1.53586133378884804,s-0.05586838814081065,s248.20547064746497767
178_172,s-1.01604155198393542,s-2.81324066321533239,s68.15735480662628731
178_173,s3.60286706680480018,s2.57192008760856927,s68.11678418787612088
178_174,s-1.92924754941151688,s-3.82525945302177295,s248.10991141419705741
178_175,s-0.77182060314163625,s1.02124396739519718,s248.16970303636094286
178_176,s-0.77509613740029026,s-3.82533933506207235,s248.08030876299278589
178_177,s2.44818868776881349,s-2.27478123669754639,s68.18305395394352786
179_0,s2.68163204435420477,s2.63910030575499244,s248.17996034767926972
179_1,s0.36587241329103914,s-3.28431448661134562,s248.25498176736962819
179_2,s1.52338831257501695,s-0.59146210589465142,s248.03213839219318970
179_3,s1.27944082670544224,s-1.73391707013439467,s68.19263000761294791
179_4,s0.37101461844670819,s1.02420474525047456,s248.11209160383407379
179_5,s0.13126720796229796,s3.11257754584250357,s68.11977560113277264
179_6,s2.43482772376433232,s-3.88770378309680087,s68.20400553399795740
179_7,s-0.78949567950647059,s-1.66860428248331094,s248.09397149123196868
179_8,s-1.03119855806990057,s-1.19566000918893356,s68.05904747685568168
179_9,s-1.93711262375012372,s3.17781162534570738,s248.24047659113173836
179_10,s0.36992219881557292,s0.48585932564887085,s248.05043323421830337
179_11,s-0.78184199426390155,s2.63945054560007408,s248.15929053374162550
179_12,s1.28190298259273661,s0.41987798761928136,s68.06395931119016041
179_13,s0.12415474993828604,s-3.34939477001546893,s68.22391636449889063
179_14,s1.27920214850735969,s-2.27253700295299277,s68.15506464198064407
179_15,s1.28314668708895496,s0.95860764255316877,s68.11157428299203787
179_16,s2.67996627204287474,s-0.59219384877423586,s248.22488551472304152
179_17,s-0.78838088061554623,s-3.82314791360909290,s248.25738812208973627
179_18,s2.68007562143282030,s-1.66926304733947051,s248.23748798620306388
179_19,s-1.02499281041725787,s2.03579714970746517,s68.19115884346699374
179_20,s1.52272816163701608,s-2.74574823348656816,s248.11288622214320299
179_21,s-0.78649140265278261,s-0.05302104995505473,s248.08237519499593304
179_22,s-3.54727487334957736,s1.05167451742577178,s154.00733868637840374
179_23,s-3.09802941218690853,s-0.63995373082163565,s248.28010058695005569
179_24,s0.36622156079528762,s-1.13002314220405409,s248.17317610636879976
179_25,s-0.78444289410823942,s1.02390051444925634,s248.15935789399793521
179_26,s0.37257985145249195,s2.10120706387837775,s248.12283798475493768
179_27,s-3.16964881344596927,s-2.75389207415156978,s346.81439073011472374
179_28,s1.52219061182904380,s-3.28446310650370910,s248.17863085520818345
179_29,s3.59365044928670718,s-1.19506527228494286,s68.12093464174330393
179_30,s-2.20571742298494033,s-1.22622314208904437,s70.54177718240175921
179_31,s-3.54317465751518945,s-0.07103701944463985,s154.41662508269826048
179_32,s-3.09440106707598872,s2.09599926005072312,s248.21306552914086296
179_33,s3.59371458311467817,s-0.65611141765843706,s68.27297432745179151
179_34,s1.27956701998432787,s-1.19544287187783937,s68.17720616751148555
179_35,s1.52214856628614648,s-3.82308416780141913,s248.21407645637128780
179_36,s3.59339989208783894,s-0.11782223601561873,s68.18933905906396831
179_37,s-3.54671732029921127,s3.28991018406055069,s153.24265693840891345
179_38,s-2.18368164691345168,s0.95251666385632972,s68.22677616562667424
179_39,s0.12459272259688108,s-0.65713348052996945,s68.10773369159007018
179_40,s-1.02366829569662987,s3.11297109693676077,s68.07966182350395457
179_41,s1.52584287145448561,s1.02387388130737422,s248.11031901456556170
179_42,s1.52716374918683395,s2.63930513446517834,s248.15566837389309285
179_43,s3.59336688248591951,s-2.27178769609804831,s68.23431855965992554
179_44,s0.36612909541402155,s-3.82266579008807605,s248.19470453864892079
179_45,s0.36602539827713143,s-1.66856556441961756,s248.18259934692724755
179_46,s-2.18612159898245739,s0.41154121394690291,s67.99624060380708102
179_47,s-1.03298415564403068,s-3.34907109717987606,s68.29689416581545913
179_48,s1.28397253689658064,s1.49712000516157762,s68.10967834552364764
179_49,s-0.78247442990262928,s2.10109282637339545,s248.10156956546805418
179_50,s-2.18192082293604228,s2.03205086125454981,s68.20380744946419327
179_51,s-2.20526162999068109,s-1.77632742950714473,s69.62169340480220114
179_52,s3.59345576045461579,s0.95916931793096760,s68.17184037013191755
179_53,s-0.78747370741291278,s-0.59160769578229289,s248.10754032060793861
179_54,s0.12325204249130865,s-1.73398421015791659,s68.17353877617250646
179_55,s-1.02680417431948312,s0.95854064372818171,s68.10973798169975169
179_56,s-2.18266370486938488,s1.49262013842157470,s68.11858548217894338
179_57,s-0.78878604681887032,s-3.28453140988841197,s248.23085867308336105
179_58,s3.59338847188237631,s0.42075667565376945,s68.21100853476004033
179_59,s-2.21196553620522840,s-2.87169507199274676,s68.55963383469646999
179_60,s0.36586234774210707,s-2.20707432859173469,s248.17979954943925236
179_61,s0.12552024156318564,s-0.11866246454899357,s68.09150332467908129
179_62,s-3.09236498781962732,s2.63553044294389816,s248.30622274712047215
179_63,s-3.51697744062817641,s-1.27100550341165319,s151.35137732259465793
179_64,s2.43696716661485002,s-0.11826327130478932,s68.13129813751709207
179_65,s1.52258112986612204,s-1.66880123764684796,s248.14385634191953045
179_66,s2.43940374299561924,s2.03592720578244535,s68.17714128831140386
179_67,s-3.23673161280400867,s-3.09175991507322667,s227.41877819432775709
179_68,s-2.47595021794344428,s-3.86731373144444657,s80.28952188492031894
179_69,s2.68092054194775553,s1.02349896321234057,s248.17621384774750481
179_70,s-3.09683441045682173,s1.01440401431600602,s248.38010542739692710
179_71,s2.68115444947324555,s1.56205100169420841,s248.17620564403148364
179_72,s-3.59343580414089159,s1.29927362850927897,s333.41727148699879990
179_73,s2.43839068923212432,s0.95861759863550278,s68.07648186446751026
179_74,s-0.78529717598747040,s0.48553808319510156,s248.08243688310744801
179_75,s1.28555354028025737,s2.57425750561459443,s68.14151815886118868
179_76,s3.59370358380880983,s2.03648812935103418,s68.20081341154165955
179_77,s-3.14784808410903505,s-1.22657176075104113,s254.18036397171425733
179_78,s2.43646890321126897,s-2.27210641751335274,s68.21206036627378921
179_79,s2.43755625266611986,s0.42027925098010127,s68.14086787309042847
179_80,s-1.94237623017718519,s-0.59153810176314592,s248.12950862769966420
179_81,s0.12376318821458877,s-1.19563553298932890,s68.11275151817837070
179_82,s1.28620681948875837,s3.11288325610021932,s68.15375950755421286
179_83,s1.28082824440504095,s-0.11853020844971607,s68.10308590280752128
179_84,s-1.94149899271490733,s-0.05289491207604788,s248.08548148854845294
179_85,s-0.78929023516569352,s-2.74612832608179680,s248.27220322453737822
179_86,s1.27935810336074707,s-3.88787040362038105,s68.23398718192464685
179_87,s-1.02918692717573723,s-0.11845078494557884,s68.12371190999054704
179_88,s-3.58135611042535196,s-2.91339665775697387,s23.80481927695326760
179_89,s-3.09394469339926825,s1.55518266094759072,s248.15038164561940448
179_90,s-2.22014896560124964,s-2.32768711837799902,s70.18459074470766268
179_91,s-1.94601482472765852,s-2.74641120861028964,s248.21594878944793550
179_92,s1.52270228056401447,s-2.20770372932955494,s248.28400787586818410
179_93,s-1.93954434562866784,s1.02391246123545487,s248.16815689916617771
179_94,s-1.03295942957809728,s-2.27272427032184909,s68.04730018087010990
179_95,s0.36569647282772272,s-2.74559753127737949,s248.18220877523023660
179_96,s0.13002694343099766,s2.03554932452207904,s68.13842638559141562
179_97,s0.12369703197929952,s-2.81074498050217914,s68.27235697740209730
179_98,s-3.55729425599677551,s-3.32826022178624026,s154.06323916629708037
179_99,s3.59380898298044071,s2.57494937058399032,s68.17560875203470516
179_100,s-0.78358122794296070,s1.56269450598729120,s248.05888068520354750
179_101,s1.28482626475966688,s2.03563598066886886,s68.10798465542031011
179_102,s3.59379197583077570,s1.49800890306945478,s68.22763711213082161
179_103,s2.68063801893272258,s-3.28494859060764410,s248.22705489419547575
179_104,s-0.78169036923066548,s3.17784354320985818,s248.20424855722066582
179_105,s0.12688117875667868,s0.41967610168844854,s68.02165961790991844
179_106,s-0.78982065964095927,s-2.20752010261023068,s248.23916784026545201
179_107,s-1.03355108813866226,s-2.81076897395197500,s68.21865416756018874
179_108,s0.36687177207695243,s-0.59127427787831355,s248.08862469136676054
179_109,s3.59180217207736652,s3.14702067435636401,s65.29402318280847339
179_110,s2.43913996511720832,s1.49737546226303753,s68.16437293927708652
179_111,s2.44025468219531261,s3.11284272432172937,s68.13410571902895185
179_112,s3.59367687880007658,s-2.81032479941198066,s68.23641624982558085
179_113,s2.68051997599080183,s-2.74625780015628207,s248.21823018138206862
179_114,s-3.46895170455294588,s-3.89002621051375597,s246.48827212843437451
179_115,s-3.57679094174850754,s-0.99843022905418688,s339.76282305021095453
179_116,s2.67999919559840238,s-1.13058280299346170,s248.17815623003784253
179_117,s0.12324194360590229,s-2.27237302125424856,s68.21994000192253793
179_118,s-2.19083171136319788,s-0.12657554731799742,s71.22771352483471219
179_119,s2.43666074350273121,s-1.73378281534528011,s68.14200669832943902
179_120,s1.52668024976818861,s2.10082836151724361,s248.13966416666971782
179_121,s0.13058916193592182,s2.57410656362031576,s68.14746258255266298
179_122,s0.37182315701433977,s1.56271814729014080,s248.11300415509035133
179_123,s0.37313341269701578,s2.63963351591925122,s248.15541478101127382
179_124,s3.59419390569762287,s-3.88730726322540932,s68.32143034648673563
179_125,s-1.93737584666350404,s2.63964433794434372,s248.10562123726828077
179_126,s-3.54882578284241035,s2.17103336860196450,s153.41800704283829759
179_127,s-1.93807673982731110,s2.10099803991293799,s248.14889627219437784
179_128,s1.27992522356875238,s-0.65702187861106676,s68.14257077693554265
179_129,s-2.17920798613147149,s3.11211242019570022,s68.13052398252885666
179_130,s2.68041428980545948,s-3.82407471732742898,s248.23725681373684893
179_131,s2.43660393391573216,s-0.65662701612477758,s68.18666925271752177
179_132,s-1.02572253220807541,s1.49690740794484567,s68.05553911714568471
179_133,s1.52504004747510269,s0.48533195470076868,s248.11826071095046586
179_134,s-1.94510848741235520,s-2.20712380239203121,s248.06162034766620650
179_135,s-3.59375756860714457,s2.41778417817364044,s333.28528876973757633
179_136,s-1.94700953519922404,s-3.28736972916405268,s248.49060822253176184
179_137,s-2.17994386171612797,s2.57314708956457672,s68.30240792716688247
179_138,s-3.08989381204168723,s0.45893723864638547,s248.01190014586867960
179_139,s2.43569172860087679,s-2.81113318718906680,s68.02640766997193111
179_140,s2.68034882135394215,s-2.20772614035399029,s248.21723240220615025
179_141,s3.59324379182467091,s-1.73339869469445218,s68.18768072913243827
179_142,s-3.11423895902894188,s-1.75226834779016349,s249.80005570791306013
179_143,s-1.93884400733317075,s1.56266287438108531,s248.08302920042501682
179_144,s2.43486460866197119,s-3.34919958489677994,s68.19028056065351961
179_145,s0.12814700501159987,s0.95843335662087570,s68.10952459651426238
179_146,s1.52440489543353452,s-0.05325712716000509,s248.14472502441992674
179_147,s-1.03215445528922656,s-3.88762463869458719,s68.30464611894380766
179_148,s-1.03004046986761710,s-0.65705136650558404,s68.09293508665369643
179_149,s0.12455880757713621,s-3.88781697547160210,s68.25810672683901714
179_150,s-2.38721612595235744,s-3.44354749637819513,s42.98772191670850873
179_151,s-1.94435805368254844,s-1.66869628040714058,s248.15695300285273106
179_152,s-1.02804356390559182,s0.41979702929601165,s68.02672311301093089
179_153,s3.59371903804962178,s-3.34914065527734328,s68.17768943687143235
179_154,s2.43972717026124863,s2.57437049883114311,s68.15040759864373854
179_155,s-3.59156074355111210,s0.17525762431046107,s334.10728884725364196
179_156,s2.68063218610372234,s0.48501409912518528,s248.16162317898809420
179_157,s0.37319815687799024,s3.17795657737232373,s248.22557266603004678
179_158,s1.27885680122272616,s-2.81101746414665810,s68.16831088131709748
179_159,s-2.00974150316095068,s-3.84621458746228484,s242.89866858054088539
179_160,s2.68193950918716428,s3.17767298868070114,s248.18506064162761504
179_161,s-1.03203367784964772,s-1.73390585564442801,s68.15705601675485070
179_162,s-3.11677698021245453,s-0.10986056511199641,s252.25446655810301877
179_163,s0.36831839604080535,s-0.05252624821419386,s248.00379139747948898
179_164,s-3.55473375818758885,s-2.26733783158855884,s346.97815720515649218
179_165,s-0.78845218459755284,s-1.13005484830645941,s248.08177801219423486
179_166,s2.68015987016734281,s-0.05342779041134817,s248.13426467603937908
179_167,s1.52632301371818624,s1.56219149024748294,s248.18321123869216649
179_168,s-1.94336593756159060,s-1.12984670810298748,s248.05442090288627810
179_169,s2.43674962844787224,s-1.19499734527756352,s68.23970330972112208
179_170,s0.12914655085175264,s1.49685140074784551,s68.07356400739656976
179_171,s1.52779630562433244,s3.17798226914293824,s248.16217126109069113
179_172,s-1.94031436493203713,s0.48568801475450585,s248.06202764970910835
179_173,s-1.02457762659665974,s2.57411616391291664,s68.11373690392180436
179_174,s-2.19431021201390264,s-0.68195492720303852,s68.22161609185937436
179_175,s1.27896107649727964,s-3.34931397716677015,s68.24832576760758229
179_176,s-3.09145694055235376,s3.17570886046857925,s248.14918029655245846
179_177,s1.52269960957965389,s-1.13050934344963983,s248.22533353975666159
179_178,s2.68141620774054745,s2.10060410908631834,s248.17138709636742533
180_0,s-0.77956982354272042,s-2.09481838042364288,s248.20102918297797601
180_1,s0.37446764617713901,s-2.63329484713565654,s248.19773064578316735
180_2,s3.59430303327644252,s-0.00400556094115638,s68.20297021779533964
180_3,s1.28703491250620350,s1.61011193927503360,s68.17592094842967754
180_4,s2.44070152253053463,s0.53351044563384886,s68.19971650999137580
180_5,s2.68211388640776427,s0.59851080471029061,s248.20131691828260045
180_6,s-1.02100123563606693,s1.07137382174467577,s68.20953573023423644
180_7,s2.68151399999714402,s-3.71058588379957976,s248.11747202114025868
180_8,s-1.93315574196770812,s1.67620476328824486,s248.02868722166158477
180_9,s-3.54678832038158998,s0.12860140977555834,s152.92060714704712154
180_10,s-3.57655222877477685,s2.70893951208459249,s342.83801026445576099
180_11,s-3.17999497958808064,s-3.25940740918995342,s260.43112329894847790
180_12,s-1.93400002358969747,s1.13716566004874720,s248.20848988767357923
180_13,s0.13273600503672961,s-3.77538309559802521,s68.16861070155563596
180_14,s-1.02113993527576796,s-3.77533680587009712,s68.18897493808242416
180_15,s3.59436340175498081,s2.69060991427014073,s68.09586770129716626
180_16,s-0.77954490385387487,s-0.47923037324757567,s248.19789965030895473
180_17,s-0.77043749892094937,s3.29401536281548335,s248.02674768130171401
180_18,s-1.93388328535673404,s0.06006865532039859,s248.20058784879074665
180_19,s-2.16916870219596003,s2.68994895250559951,s68.02631102411072561
180_20,s1.52840687867559821,s-2.63321934227906729,s248.19540498052975863
180_21,s0.13300367055000606,s-1.08271692828223753,s68.19887567911513315
180_22,s1.52841563389188129,s-1.01761572844742387,s248.20067202756854385
180_23,s-1.02109120733932413,s-3.23679353747572440,s68.19847369478424071
180_24,s-1.02076050622132786,s1.61003391846492727,s68.09225752290484479
180_25,s-2.16452450583767586,s3.22974925252463274,s68.02643521528278825
180_26,s1.52832417591224901,s-3.17181842417302473,s248.19273626635981600
180_27,s-1.02096036599342876,s-0.00569650770466540,s68.19756167898509602
180_28,s0.13295037939417317,s-3.23682568815650251,s68.18347798351629763
180_29,s-0.77446857957011483,s2.75340842662752427,s248.03152284227030577
180_30,s-2.17649208228694713,s-2.15960648618412954,s68.05100869800611463
180_31,s0.13318876601948623,s1.61010479507239790,s68.14638154126038216
180_32,s-3.55083737254555620,s2.35503177469193847,s153.24580513021740558
180_33,s-3.08798378938282791,s-1.55535994189191618,s248.18527773187429375
180_34,s1.53450774084154506,s3.29402608832035693,s248.02203515858599303
180_35,s3.59433736321741515,s-1.61958347270196823,s68.20010480771583161
180_36,s0.13303191808358547,s-2.69827234905312086,s68.19684060600451403
180_37,s-0.77955641051007663,s-2.63332941560489875,s248.19898366071259943
180_38,s1.28702414979316182,s-1.62114231057946978,s68.19996845229790949
180_39,s1.28696636659413000,s1.07149811278336626,s68.19300432953622249
180_40,s-2.18195446333906418,s-3.23766577254225130,s67.98947204219092555
180_41,s-3.55008492838643086,s-3.89402816003972996,s354.51469448008674590
180_42,s2.68219824957238062,s-2.09415779676534264,s248.20006530408838330
180_43,s1.28696363443242201,s0.53295090389760535,s68.19908481643159348
180_44,s1.52843265523212879,s-1.55614533651653697,s248.19960319983397312
180_45,s-3.55050075393109621,s1.24040379577599169,s153.21881050863726159
180_46,s-2.17537378315985119,s-0.00495016054363482,s68.21030013981129514
180_47,s-1.01620241790653121,s2.68882106171595980,s68.02655913652489517
180_48,s-1.02097895249175630,s-1.08272872400916431,s68.19793455931100823
180_49,s-3.59436322127711128,s1.48661276313216129,s333.24580488244669141
180_50,s2.44077748130137406,s-2.15915500272088678,s68.19939220085488785
180_51,s-0.77900705798191694,s1.67504852389015779,s248.12065169137235898
180_52,s-1.93598761443871936,s-3.70833434208816648,s247.75441061560772482
180_53,s-1.93146442619756886,s2.21476534906274747,s248.01990255306282052
180_54,s3.59434406818370578,s-2.15812114856530046,s68.20150819161295885
180_55,s-3.09039236781498206,s-2.63205356979698246,s248.00971873430762571
180_56,s3.59423330373193517,s-3.23531543254711984,s68.19195927869409957
180_57,s1.28686875768700193,s-3.23678308399105852,s68.18422066759301003
180_58,s-3.12738255792809694,s-3.76357256791646622,s248.12417085531791372
180_59,s2.68219524509579887,s-1.55563137053186162,s248.19988279637891537
180_60,s-2.18032844921542779,s-3.77412340858716622,s68.72993993462402784
180_61,s-1.92757026895566042,s2.75421626266561947,s248.02629683789996307
180_62,s3.59399874707743416,s-3.77458938095663532,s68.20124114030046769
180_63,s2.68213575066633902,s0.05998599420478735,s248.20231601368641350
180_64,s-3.54063335769437115,s-2.11770156614980376,s155.43389591348977774
180_65,s-3.09175787183205264,s1.67479831619970487,s248.52487900653318320
180_66,s-3.59341375538260932,s-1.87237356294253576,s335.13467806361904877
180_67,s0.13301365258344885,s-1.62122933841375616,s68.20037288849840706
180_68,s2.68210492688409552,s1.13703618151523278,s248.19871060440050314
180_69,s0.13302058553707069,s0.53282814833366188,s68.19705480505098194
180_70,s-1.93397850319222697,s-3.17105267032677540,s248.19918955429852758
180_71,s1.28698527524030948,s-2.69820091682093510,s68.19707777633344392
180_72,s0.37450068340500126,s1.13635102270402699,s248.18943142733883178
180_73,s-0.77956515467485743,s-1.55626804139783359,s248.19763780737551429
180_74,s0.37422965682007392,s-3.71053823695258211,s248.15736110391327429
180_75,s1.52880681952277309,s2.21366204973850822,s248.16455381052287521
180_76,s-1.02095464306854988,s0.53282326023929005,s68.19832924795520057
180_77,s-2.17700634684937944,s1.61125536635777689,s68.44936667165364952
180_78,s3.59426443661539974,s1.61154275894858512,s68.19383629415290216
180_79,s-0.77806390092303745,s2.21366108964245623,s248.11084434219577588
180_80,s2.44071925689800695,s1.61061490611090519,s68.18721560329748854
180_81,s-1.01203688415367155,s3.22974688234093144,s68.02642062808040180
180_82,s0.37528056598483717,s2.21358470910759486,s248.13702514332226201
180_83,s-3.08638279773128144,s2.75575903301441461,s248.55755790286843876
180_84,s-1.01983103523136109,s2.14912694879150878,s68.03999469274714329
180_85,s-1.93386836621730218,s-1.55549698972752748,s248.19727115052910449
180_86,s-3.08793988893243965,s-1.01688946682716286,s248.20198850209320085
180_87,s1.28700046912277233,s-2.15967727629461814,s68.19597777848287024
180_88,s-3.58957365905343684,s-0.73474989587458572,s332.92065814548197977
180_89,s1.28647838554556082,s-3.77543453235484394,s68.14596769804559528
180_90,s1.28697463717934579,s-0.00557467550355991,s68.19967707042366101
180_91,s2.68208256122659616,s-3.17134212489892242,s248.19260743208087661
180_92,s-1.93386122398053839,s-1.01698338592119386,s248.19838603470830662
180_93,s0.13657694244381011,s2.68886214751662500,s68.03152663531653843
180_94,s3.59424860021045811,s1.07304156228620240,s68.19970436758903531
180_95,s0.37446866510567195,s-0.47922768755848472,s248.19993381557219436
180_96,s1.53077187502818246,s2.75318440661965580,s248.05431637186416083
180_97,s-1.93398804317229267,s-2.63253846557721882,s248.20009642336867728
180_98,s-3.09901974186994966,s3.28868225014631443,s250.49225404206677581
180_99,s-0.77944796895477386,s1.13635491339286099,s248.18501538921827887
180_100,s1.28699062779194651,s-0.54409668663982025,s68.20032171330640836
180_101,s0.13303161925674947,s-2.15974515856481952,s68.20062830211935534
180_102,s2.68232426195615004,s2.21415699654029119,s248.17985278385049241
180_103,s-2.17528424169226131,s-1.08202122409572388,s68.19866889878079519
180_104,s-0.77953704757943909,s0.05928691729983781,s248.19762480536383009
180_105,s0.13370878728352145,s2.14888221972345583,s68.11088138337612463
180_106,s2.44062973959957974,s-3.23630956800128233,s68.19011391040584158
180_107,s-3.08952881005318414,s1.13679402321791190,s248.34075848584780033
180_108,s2.68810858247693174,s3.29346194320591712,s248.27020104307138126
180_109,s3.59432783226671804,s-0.54253202033289671,s68.20164270141829377
180_110,s3.59427448011178052,s0.53451729688283189,s68.20200701937184817
180_111,s0.37449983032523831,s-1.55626175741420747,s248.20010542819795774
180_112,s-2.17515985386714572,s2.14855021501799559,s67.78354347373274891
180_113,s1.29290433363800705,s3.22977666520928475,s68.02199489127400511
180_114,s-0.77968158320825010,s-3.71040065206176406,s248.17712107938893951
180_115,s2.68215130642198263,s1.67557710838494489,s248.19321711420366228
180_116,s0.13302936039933452,s1.07141698174258382,s68.18952022389709100
180_117,s1.52838570980725863,s1.13647805995950435,s248.19651709107279203
180_118,s0.37817149364966135,s2.75315514849893450,s248.03150129255891443
180_119,s-3.08801661662756732,s-0.47839824207963788,s248.21128237960306251
180_120,s1.52842120916777202,s-2.09467700342096608,s248.19616186614504727
